attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,home,road,home_team_runs,road_team_runs,team,cum_runs_scored,cum_runs_allowed,ytd_rd,winning_team,league_home_team_runs
,TEX/TEX202008250,"Tuesday, Aug 25",2020-08-25,1,Night,31,3:15,-4.0,9,Away,Gibson,TEX,1,21-10,Win,3,10,,+,Manaea,TEX,OAK,3,10,Oakland Athletics,156,117,1.2580645161290323,OAK,
,TEX/TEX202008260,"Wednesday, Aug 26",2020-08-26,1,Night,32,3:08,-4.5,9,Away,Allard,TEX,1,22-10,Win,1,3,Hendriks,++,Fiers,TEX,OAK,1,3,Oakland Athletics,159,118,1.28125,OAK,
,HOU/HOU202008291,"Saturday, Aug 29 (1)",2020-08-29,1,Day,33,2:07,-2.5,7,Away,Bassitt,HOU,1,22-11,Loss,4,2,Pressly,-,McCullers,HOU,OAK,4,2,Oakland Athletics,161,122,1.1818181818181819,HOU,
,HOU/HOU202008292,"Saturday, Aug 29 (2)",2020-08-29,2,Day,34,2:33,-2.5,7,Away,Montas,HOU,1,22-12,Loss,6,3,Pressly,--,Greinke,HOU,OAK,6,3,Oakland Athletics,164,128,1.0588235294117647,HOU,
,OAK/OAK202009070,"Monday, Sep 7",2020-09-07,1,Night,38,2:55,-4.5,9,Home,Javier,HOU,1,24-14,Win,0,6,,+,Bassitt,OAK,HOU,6,0,Oakland Athletics,181,144,0.9736842105263158,OAK,
,OAK/OAK202009081,"Tuesday, Sep 8 (1)",2020-09-08,1,Day,39,2:23,-4.5,7,Home,Greinke,HOU,1,25-14,Win,2,4,Hendriks,++,Montas,OAK,HOU,4,2,Oakland Athletics,185,146,1.0,OAK,
,OAK/OAK202009082,"Tuesday, Sep 8 (2)",2020-09-08,2,Day,40,2:52,-4.5,7,Home,Wendelken,HOU,1,25-15,Loss,5,4,Pressly,-,Paredes,OAK,HOU,4,5,Oakland Athletics,189,151,0.95,HOU,
,OAK/OAK202009090,"Wednesday, Sep 9",2020-09-09,1,Night,41,2:53,-5.5,9,Home,Pressly,HOU,1,26-15,Loss,2,3,,+,Hendriks,OAK,HOU,3,2,Oakland Athletics,192,153,0.9512195121951219,HOU,
,OAK/OAK202009100,"Thursday, Sep 10",2020-09-10,1,Day,42,2:18,-6.5,9,Home,Urquidy,HOU,1,27-15,Win,1,3,Hendriks,++,Manaea,OAK,HOU,3,1,Oakland Athletics,195,154,0.9761904761904762,OAK,
,TEX/TEX202009110,"Friday, Sep 11",2020-09-11,1,Night,43,3:22,-7.0,9,Away,Garcia,TEX,1,28-15,Win,6,10,,+++,Fiers,TEX,OAK,6,10,Oakland Athletics,205,160,1.0465116279069768,OAK,
,TEX/TEX202009121,"Saturday, Sep 12 (1)",2020-09-12,1,Day,44,1:58,-6.5,7,Away,Jefferies,TEX,1,28-16,Loss,5,2,Montero,-,Benjamin,TEX,OAK,5,2,Oakland Athletics,207,165,0.9545454545454546,TEX,
,TEX/TEX202009122,"Saturday, Sep 12 (2)",2020-09-12,2,Night,45,2:59,-6.5,7,Away,Allard,TEX,1,29-16,Win,1,10,,+,Bassitt,TEX,OAK,1,10,Oakland Athletics,217,166,1.1333333333333333,OAK,
,TEX/TEX202009130,"Sunday, Sep 13",2020-09-13,1,Day,46,2:57,-6.5,9,Away,Montas,TEX,1,29-17,Loss,6,3,,-,Lynn,TEX,OAK,6,3,Oakland Athletics,220,172,1.0434782608695652,TEX,
,SEA/SEA202009141,"Monday, Sep 14 (1)",2020-09-14,1,Day,47,2:18,-6.5,7,Away,Soria,SEA,1,29-18,Loss,6,5,Hirano,--,Gonzales,SEA,OAK,6,5,Oakland Athletics,225,178,1.0,SEA,
,SEA/SEA202009142,"Monday, Sep 14 (2)",2020-09-14,2,Day,48,2:24,-6.5,7,Away,Yacabonis,SEA,1,30-18,Win,0,9,,+,Minor,SEA,OAK,0,9,Oakland Athletics,234,178,1.1666666666666667,OAK,
,COL/COL202009150,"Tuesday, Sep 15",2020-09-15,1,Night,49,2:41,-5.5,9,Away,Manaea,COL,1,30-19,Loss,3,1,,-,Senzatela,COL,OAK,3,1,Oakland Athletics,235,181,1.1020408163265305,COL,
,COL/COL202009160,"Wednesday, Sep 16",2020-09-16,1,Day,50,2:57,-6.5,9,Away,Marquez,COL,1,31-19,Win,1,3,Hendriks,+,Fiers,COL,OAK,1,3,Oakland Athletics,238,182,1.12,OAK,
,OAK/OAK202009180,"Friday, Sep 18",2020-09-18,1,Night,51,2:53,-7.0,9,Home,Webb,SFG,1,32-19,Win,0,6,,++,Bassitt,OAK,SFG,6,0,Oakland Athletics,244,182,1.2156862745098038,OAK,
,OAK/OAK202009190,"Saturday, Sep 19",2020-09-19,1,Day,52,2:34,-7.0,9,Home,Gausman,SFG,1,33-19,Win,0,6,,+++,Luzardo,OAK,SFG,6,0,Oakland Athletics,250,182,1.3076923076923077,OAK,
,OAK/OAK202009200,"Sunday, Sep 20",2020-09-20,1,Day,53,3:21,-6.0,9,Home,Minor,SFG,1,33-20,Loss,14,2,,-,Anderson,OAK,SFG,2,14,Oakland Athletics,252,196,1.0566037735849056,SFG,
,MIN/MIN202007280,"Tuesday, Jul 28",2020-07-28,1,Night,4,2:42,0.5,9,Home,Martinez,STL,2,3-1,Win,3,6,Romo,++,Bailey,MIN,STL,6,3,Minnesota Twins,33,20,3.25,MIN,
,MIN/MIN202007290,"Wednesday, Jul 29",2020-07-29,1,Night,5,2:53,-0.5,9,Home,Ponce de Leon,STL,1,4-1,Win,0,3,Rogers,+++,Hill,MIN,STL,3,0,Minnesota Twins,36,20,3.2,MIN,
,MIN/MIN202007300,"Thursday, Jul 30",2020-07-30,1,Night,6,2:52,0.5,9,Home,Berrios,CLE,2,4-2,Loss,2,0,Karinchak,-,Bieber,MIN,CLE,0,2,Minnesota Twins,36,22,2.3333333333333335,CLE,
,MIN/MIN202007310,"Friday, Jul 31",2020-07-31,1,Night,7,3:06,-0.5,9,Home,Clevinger,CLE,1,5-2,Win,1,4,Rogers,+,Dobnak,MIN,CLE,4,1,Minnesota Twins,40,23,2.4285714285714284,MIN,
,MIN/MIN202008010,"Saturday, Aug 1",2020-08-01,1,Night,8,2:40,-1.0,9,Home,Carrasco,CLE,1,6-2,Win,0,3,Rogers,++,Maeda,MIN,CLE,3,0,Minnesota Twins,43,23,2.5,MIN,
,MIN/MIN202008020,"Sunday, Aug 2",2020-08-02,1,Day,9,2:54,-2.0,9,Home,Civale,CLE,1,7-2,Win,1,3,Romo,+++,Smeltzer,MIN,CLE,3,1,Minnesota Twins,46,24,2.4444444444444446,MIN,
,MIN/MIN202008030,"Monday, Aug 3",2020-08-03,1,Night,10,3:13,-2.0,9,Home,Burdi,PIT,1,8-2,Loss,4,5,,++++,Rogers,MIN,PIT,5,4,Minnesota Twins,51,28,2.3,PIT,
,MIN/MIN202008040,"Tuesday, Aug 4",2020-08-04,1,Day,11,3:39,-2.0,9,Home,Musgrove,PIT,1,9-2,Win,3,7,May,+++++,Berrios,MIN,PIT,7,3,Minnesota Twins,58,31,2.4545454545454546,MIN,
,PIT/PIT202008050,"Wednesday, Aug 5",2020-08-05,1,Night,12,2:52,-3.0,9,Away,Williams,PIT,1,10-2,Win,2,5,,++++++,Dobnak,PIT,MIN,2,5,Minnesota Twins,63,33,2.5,MIN,
,PIT/PIT202008060,"Thursday, Aug 6",2020-08-06,1,Day,13,3:07,-2.5,9,Away,Rogers,PIT,1,10-3,Loss,6,5,,-,Howard,PIT,MIN,6,5,Minnesota Twins,68,39,2.230769230769231,PIT,
,KCA/KCA202008070,"Friday, Aug 7",2020-08-07,1,Night,14,2:53,-2.0,9,Away,Wisler,KCR,1,10-4,Loss,3,2,Rosenthal,--,Holland,KCR,MIN,3,2,Minnesota Twins,70,42,2.0,KCR,
,KCA/KCA202008080,"Saturday, Aug 8",2020-08-08,1,Night,15,3:55,-1.5,9,Away,Thorpe,KCR,1,10-5,Loss,9,6,Rosenthal,---,Zuber,KCR,MIN,9,6,Minnesota Twins,76,51,1.6666666666666667,KCR,
,KCA/KCA202008090,"Sunday, Aug 9",2020-08-09,1,Day,16,3:16,-0.5,9,Away,Berrios,KCR,1,10-6,Loss,4,2,Barlow,----,Singer,KCR,MIN,4,2,Minnesota Twins,78,55,1.4375,KCR,
,MIL/MIL202008100,"Monday, Aug 10",2020-08-10,1,Night,17,2:57,-0.5,9,Away,Houser,MIL,1,11-6,Win,2,4,Rogers,+,Dobnak,MIL,MIN,2,4,Minnesota Twins,82,57,1.4705882352941178,MIN,
,MIL/MIL202008110,"Tuesday, Aug 11",2020-08-11,1,Night,18,2:56,-0.5,9,Away,Rogers,MIL,1,11-7,Loss,6,4,Hader,-,Williams,MIL,MIN,6,4,Minnesota Twins,86,63,1.2777777777777777,MIL,
,MIL/MIL202008120,"Wednesday, Aug 12",2020-08-12,1,Night,19,3:08,-1.5,9,Away,Lauer,MIL,1,12-7,Win,2,12,,+,Maeda,MIL,MIN,2,12,Minnesota Twins,98,65,1.736842105263158,MIN,
,MIN/MIN202008151,"Saturday, Aug 15 (1)",2020-08-15,1,Day,20,2:30,-1.0,7,Home,Speier,KCR,1,13-7,Win,2,4,Rogers,++,Duffey,MIN,KCR,4,2,Minnesota Twins,102,67,1.75,MIN,
,MIN/MIN202008152,"Saturday, Aug 15 (2)",2020-08-15,2,Day,21,2:42,-1.0,7,Home,Berrios,KCR,1,13-8,Loss,4,2,Rosenthal,-,Duffy,MIN,KCR,2,4,Minnesota Twins,104,71,1.5714285714285714,KCR,
,MIN/MIN202008160,"Sunday, Aug 16",2020-08-16,1,Day,22,2:37,-1.0,9,Home,Singer,KCR,1,14-8,Win,2,4,Romo,+,Dobnak,MIN,KCR,4,2,Minnesota Twins,108,73,1.5909090909090908,MIN,
,MIN/MIN202008170,"Monday, Aug 17",2020-08-17,1,Night,23,3:06,-1.5,9,Home,Bubic,KCR,1,15-8,Win,1,4,,++,Smeltzer,MIN,KCR,4,1,Minnesota Twins,112,74,1.6521739130434783,MIN,
,MIN/MIN202008180,"Tuesday, Aug 18",2020-08-18,1,Night,24,4:28,-1.5,12,Home,Phelps,MIL,1,16-8,Loss,3,4,,+++,Alcala,MIN,MIL,4,3,Minnesota Twins,116,77,1.625,MIL,
,MIN/MIN202008190,"Wednesday, Aug 19",2020-08-19,1,Night,25,2:59,-0.5,9,Home,Hill,MIL,1,16-9,Loss,9,3,,-,Anderson,MIN,MIL,3,9,Minnesota Twins,119,86,1.32,MIL,
,MIN/MIN202008200,"Thursday, Aug 20",2020-08-20,1,Night,26,2:58,-0.5,9,Home,Woodruff,MIL,1,17-9,Win,1,7,,+,Berrios,MIN,MIL,7,1,Minnesota Twins,126,87,1.5,MIN,
,KCA/KCA202008210,"Friday, Aug 21",2020-08-21,1,Night,27,3:14,-0.5,9,Away,Odorizzi,KCR,1,17-10,Loss,7,2,,-,Duffy,KCR,MIN,7,2,Minnesota Twins,128,94,1.2592592592592593,KCR,
,KCA/KCA202008220,"Saturday, Aug 22",2020-08-22,1,Night,28,3:23,-0.5,9,Away,Singer,KCR,1,18-10,Win,2,7,,+,Dobnak,KCR,MIN,2,7,Minnesota Twins,135,96,1.3928571428571428,MIN,
,KCA/KCA202008230,"Sunday, Aug 23",2020-08-23,1,Day,29,3:35,-1.5,9,Away,Bubic,KCR,1,19-10,Win,4,5,Rogers,++,Clippard,KCR,MIN,4,5,Minnesota Twins,140,100,1.3793103448275863,MIN,
,CLE/CLE202008240,"Monday, Aug 24",2020-08-24,1,Night,30,3:14,-2.5,9,Away,Civale,CLE,1,20-10,Win,2,3,Rogers,+++,Maeda,CLE,MIN,2,3,Minnesota Twins,143,102,1.3666666666666667,MIN,
,CLE/CLE202008250,"Tuesday, Aug 25",2020-08-25,1,Night,31,2:52,-1.5,9,Away,Alcala,CLE,1,20-11,Loss,4,2,Hand,-,Bieber,CLE,MIN,4,2,Minnesota Twins,145,106,1.2580645161290323,CLE,
,CLE/CLE202008260,"Wednesday, Aug 26",2020-08-26,1,Night,32,3:14,-0.5,9,Away,Romo,CLE,1,20-12,Loss,6,3,Hand,--,Maton,CLE,MIN,6,3,Minnesota Twins,148,112,1.125,CLE,
,DET/DET202008291,"Saturday, Aug 29 (1)",2020-08-29,1,Day,33,2:11,1.5,7,Away,Dobnak,DET,3,20-13,Loss,8,2,,---,Boyd,DET,MIN,8,2,Minnesota Twins,150,120,0.9090909090909091,DET,
,DET/DET202008292,"Saturday, Aug 29 (2)",2020-08-29,2,Day,34,2:12,1.5,7,Away,Duffey,DET,3,20-14,Loss,4,2,Soto,----,Skubal,DET,MIN,4,2,Minnesota Twins,152,124,0.8235294117647058,DET,
,DET/DET202008300,"Sunday, Aug 30",2020-08-30,1,Day,35,2:41,1.5,9,Away,Maeda,DET,3,20-15,Loss,3,2,Soto,-----,Alexander,DET,MIN,3,2,Minnesota Twins,154,127,0.7714285714285715,DET,
,MIN/MIN202009041,"Friday, Sep 4 (1)",2020-09-04,1,Day,39,1:45,0.5,7,Home,Boyd,DET,2,23-16,Win,0,2,Rogers,+++,Dobnak,MIN,DET,2,0,Minnesota Twins,172,138,0.8717948717948718,MIN,
,MIN/MIN202009042,"Friday, Sep 4 (2)",2020-09-04,2,Day,40,2:57,0.5,8,Home,Jimenez,DET,2,24-16,Win,2,3,May,++++,Romo,MIN,DET,3,2,Minnesota Twins,175,140,0.875,MIN,
,MIN/MIN202009050,"Saturday, Sep 5",2020-09-05,1,Night,41,2:52,0.5,9,Home,Cisnero,DET,2,25-16,Loss,3,4,,+++++,Alcala,MIN,DET,4,3,Minnesota Twins,179,143,0.8780487804878049,DET,
,MIN/MIN202009060,"Sunday, Sep 6",2020-09-06,1,Day,42,3:43,1.5,9,Home,Romo,DET,3,25-17,Loss,10,8,Garcia,-,Funkhouser,MIN,DET,8,10,Minnesota Twins,187,153,0.8095238095238095,DET,
,MIN/MIN202009070,"Monday, Sep 7",2020-09-07,1,Day,43,2:44,1.0,9,Home,Fulmer,DET,3,26-17,Win,2,6,,+,Pineda,MIN,DET,6,2,Minnesota Twins,193,155,0.8837209302325582,MIN,
,SLN/SLN202009081,"Tuesday, Sep 8 (1)",2020-09-08,1,Day,44,2:31,0.5,7,Away,Martinez,STL,3,27-17,Win,3,7,,++,Berrios,STL,MIN,3,7,Minnesota Twins,200,158,0.9545454545454546,MIN,
,SLN/SLN202009082,"Tuesday, Sep 8 (2)",2020-09-08,2,Day,45,2:48,0.5,7,Away,Dobnak,STL,3,27-18,Loss,6,4,Gallegos,-,Cabrera,STL,MIN,6,4,Minnesota Twins,204,164,0.8888888888888888,STL,
,MIN/MIN202009110,"Friday, Sep 11",2020-09-11,1,Night,46,2:43,1.0,9,Home,Bieber,CLE,2,28-18,Win,1,3,Rogers,+,Maeda,MIN,CLE,3,1,Minnesota Twins,207,165,0.9130434782608695,MIN,
,MIN/MIN202009120,"Saturday, Sep 12",2020-09-12,1,Night,47,2:56,1.0,9,Home,Plesac,CLE,2,29-18,Win,4,8,,++,Hill,MIN,CLE,8,4,Minnesota Twins,215,169,0.9787234042553191,MIN,
,MIN/MIN202009130,"Sunday, Sep 13",2020-09-13,1,Day,48,3:43,1.0,9,Home,McKenzie,CLE,2,30-18,Win,5,7,Romo,+++,Thielbar,MIN,CLE,7,5,Minnesota Twins,222,174,1.0,MIN,
,CHN/CHN202009180,"Friday, Sep 18",2020-09-18,1,Night,53,2:34,3.0,9,Away,Hill,CHC,2,31-22,Loss,1,0,Jeffress,--,Hendricks,CHC,MIN,1,0,Minnesota Twins,233,189,0.8301886792452831,CHC,
,CHN/CHN202009190,"Saturday, Sep 19",2020-09-19,1,Night,54,3:10,3.0,9,Away,Mills,CHC,2,32-22,Win,1,8,,+,Pineda,CHC,MIN,1,8,Minnesota Twins,241,190,0.9444444444444444,MIN,
,CHN/CHN202009200,"Sunday, Sep 20",2020-09-20,1,Night,55,3:07,2.0,9,Away,Darvish,CHC,2,33-22,Win,0,4,,++,Berrios,CHC,MIN,0,4,Minnesota Twins,245,190,1.0,MIN,
,NYN/NYN202007240,"Friday, Jul 24",2020-07-24,1,Day,1,2:25,1.0,9,Away,Martin,NYM,3,0-1,Loss,1,0,Diaz,-,Lugo,NYM,ATL,1,0,Atlanta Braves,0,1,-1.0,NYM,
,NYN/NYN202007250,"Saturday, Jul 25",2020-07-25,1,Day,2,3:21,0.0,10,Away,Strickland,NYM,1,1-1,Win,3,5,,+,Jackson,NYM,ATL,3,5,Atlanta Braves,5,4,0.5,ATL,
,NYN/NYN202007260,"Sunday, Jul 26",2020-07-26,1,Night,3,3:20,0.0,9,Away,Porcello,NYM,1,2-1,Win,1,14,,++,Chacin,NYM,ATL,1,14,Atlanta Braves,19,5,4.666666666666667,ATL,
,ATL/ATL202007310,"Friday, Jul 31",2020-07-31,1,Night,8,3:35,-0.5,9,Home,Lugo,NYM,1,5-3,Win,10,11,Martin,+++,Dayton,ATL,NYM,11,10,Atlanta Braves,46,39,0.875,ATL,
,ATL/ATL202008010,"Saturday, Aug 1",2020-08-01,1,Night,9,3:21,-1.0,9,Home,Wacha,NYM,1,6-3,Win,1,7,,++++,Tomlin,ATL,NYM,7,1,Atlanta Braves,53,40,1.4444444444444444,ATL,
