attendance,boxscore_index,date,datetime,game_number_for_day,day_or_night,game,game_duration,games_behind,innings,location,loser,opponent_abbr,rank,record,result,runs_allowed,runs_scored,save,streak,winner,team
20119,CHA/CHA201905160,"Thursday, May 16",2019-05-16,1,Night,42,3:16,7.5,9,Home,Law,TOR,3,20-22,Win,2,4,Colome,+,Herrera,CHW
17078,CHA/CHA201905170,"Friday, May 17",2019-05-17,1,Night,43,3:14,8.5,9,Home,Nova,TOR,3,20-23,Loss,10,2,Guerra,-,Gaviglio,CHW
22908,CHA/CHA201905180,"Saturday, May 18",2019-05-18,1,Day,44,1:31,8.5,5,Home,Feierabend,TOR,3,21-23,Win,1,4,,+,Giolito,CHW
18605,CHA/CHA201905190,"Sunday, May 19",2019-05-19,1,Day,45,3:06,8.5,9,Home,Herrera,TOR,3,21-24,Loss,5,2,Giles,-,Hudson,CHW
24364,HOU/HOU201905200,"Monday, May 20",2019-05-20,1,Night,46,2:40,9.5,9,Away,Burr,HOU,3,21-25,Loss,3,0,Osuna,--,Peacock,CHW
31392,HOU/HOU201905210,"Tuesday, May 21",2019-05-21,1,Night,47,2:53,10.5,9,Away,Covey,HOU,3,21-26,Loss,5,1,,---,Verlander,CHW
30237,HOU/HOU201905220,"Wednesday, May 22",2019-05-22,1,Night,48,3:16,10.0,9,Away,Cole,HOU,3,22-26,Win,4,9,,+,Nova,CHW
26073,HOU/HOU201905230,"Thursday, May 23",2019-05-23,1,Night,49,2:40,10.0,9,Away,Martin,HOU,3,23-26,Win,0,4,,++,Giolito,CHW
29638,MIN/MIN201905240,"Friday, May 24",2019-05-24,1,Night,50,3:27,11.0,9,Away,Lopez,MIN,3,23-27,Loss,11,4,,-,Berrios,CHW
39139,MIN/MIN201905250,"Saturday, May 25",2019-05-25,1,Day,51,3:16,12.0,9,Away,Banuelos,MIN,3,23-28,Loss,8,1,,--,Gibson,CHW
39913,MIN/MIN201905260,"Sunday, May 26",2019-05-26,1,Day,52,2:55,13.0,9,Away,Covey,MIN,3,23-29,Loss,7,0,,---,Odorizzi,CHW
20139,CHA/CHA201905270,"Monday, May 27",2019-05-27,1,Day,53,2:56,12.0,9,Home,Diekman,KCR,3,24-29,Loss,1,2,,+,Colome,CHW
13479,CHA/CHA201905280,"Tuesday, May 28",2019-05-28,1,Night,54,2:31,12.0,9,Home,Keller,KCR,3,25-29,Win,3,4,Colome,++,Giolito,CHW
16167,CHA/CHA201905290,"Wednesday, May 29",2019-05-29,1,Night,55,3:03,11.5,9,Home,Kennedy,KCR,3,26-29,Win,7,8,Colome,+++,Herrera,CHW
22182,CHA/CHA201905300,"Thursday, May 30",2019-05-30,1,Night,56,3:10,10.5,9,Home,Carrasco,CLE,3,27-29,Win,4,10,,++++,Banuelos,CHW
21652,CHA/CHA201905310,"Friday, May 31",2019-05-31,1,Night,57,2:41,10.5,9,Home,Bauer,CLE,2,28-29,Win,1,6,,+++++,Covey,CHW
25873,CHA/CHA201906010,"Saturday, Jun 1",2019-06-01,1,Day,58,2:50,11.5,9,Home,Nova,CLE,3,28-30,Loss,5,2,Hand,-,Perez,CHW
26453,CHA/CHA201906020,"Sunday, Jun 2",2019-06-02,1,Day,59,2:30,11.5,9,Home,Plesac,CLE,2,29-30,Win,0,2,Colome,+,Giolito,CHW
32513,WAS/WAS201906040,"Tuesday, Jun 4",2019-06-04,1,Night,60,3:33,11.5,9,Away,Lopez,WSN,3,29-31,Loss,9,5,Doolittle,-,Strasburg,CHW
28910,WAS/WAS201906050,"Wednesday, Jun 5",2019-06-05,1,Day,61,3:07,11.5,9,Away,Colome,WSN,3,29-32,Loss,6,4,,--,Doolittle,CHW
24744,KCA/KCA201906070,"Friday, Jun 7",2019-06-07,1,Night,62,3:22,13.0,9,Away,Fry,KCR,3,29-33,Loss,6,4,Kennedy,---,Boxberger,CHW
20889,KCA/KCA201906080,"Saturday, Jun 8",2019-06-08,1,Day,63,2:26,12.0,9,Away,Keller,KCR,3,30-33,Win,0,2,Colome,+,Giolito,CHW
22501,KCA/KCA201906090,"Sunday, Jun 9",2019-06-09,1,Day,64,3:02,12.0,9,Away,Sparkman,KCR,3,31-33,Win,2,5,,++,Lopez,CHW
16305,CHA/CHA201906100,"Monday, Jun 10",2019-06-10,1,Night,65,3:06,12.5,9,Home,Despaigne,WSN,3,31-34,Loss,12,1,,-,Sanchez,CHW
16790,CHA/CHA201906110,"Tuesday, Jun 11",2019-06-11,1,Night,66,3:19,12.5,9,Home,Corbin,WSN,3,32-34,Win,5,7,Colome,+,Marshall,CHW
25311,CHA/CHA201906130,"Thursday, Jun 13",2019-06-13,1,Night,67,3:14,12.0,9,Home,Ottavino,NYY,3,33-34,Win,4,5,Bummer,++,Marshall,CHW
31438,CHA/CHA201906140,"Friday, Jun 14",2019-06-14,1,Night,68,3:02,12.0,9,Home,Sabathia,NYY,3,34-34,Win,2,10,,+++,Giolito,CHW
36074,CHA/CHA201906150,"Saturday, Jun 15",2019-06-15,1,Night,69,3:27,13.0,9,Home,Lopez,NYY,3,34-35,Loss,8,4,,-,Cortes,CHW
37277,CHA/CHA201906160,"Sunday, Jun 16",2019-06-16,1,Day,70,3:06,13.0,9,Home,Despaigne,NYY,3,34-36,Loss,10,3,,--,Paxton,CHW
41192,CHN/CHN201906180,"Tuesday, Jun 18",2019-06-18,1,Night,71,2:44,12.5,9,Away,Strop,CHC,3,35-36,Win,1,3,Colome,+,Marshall,CHW
39776,CHN/CHN201906190,"Wednesday, Jun 19",2019-06-19,1,Night,72,3:18,12.5,9,Away,Giolito,CHC,3,35-37,Loss,7,3,,-,Lester,CHW
29333,TEX/TEX201906210,"Friday, Jun 21",2019-06-21,1,Night,73,3:23,12.0,10,Away,Kelley,TEX,3,36-37,Win,4,5,Colome,+,Herrera,CHW
33582,TEX/TEX201906220,"Saturday, Jun 22",2019-06-22,1,Night,74,3:04,13.0,9,Away,Marshall,TEX,3,36-38,Loss,6,5,Martin,-,Lynn,CHW
21917,TEX/TEX201906230,"Sunday, Jun 23",2019-06-23,1,Day,75,3:07,13.0,9,Away,Nova,TEX,3,36-39,Loss,7,4,Kelley,--,Sampson,CHW
36117,BOS/BOS201906240,"Monday, Jun 24",2019-06-24,1,Night,76,3:36,13.5,9,Away,Fry,BOS,3,36-40,Loss,6,5,,---,Workman,CHW
34740,BOS/BOS201906250,"Tuesday, Jun 25",2019-06-25,1,Night,77,3:24,14.5,9,Away,Ruiz,BOS,3,36-41,Loss,6,3,Workman,----,Price,CHW
36823,BOS/BOS201906260,"Wednesday, Jun 26",2019-06-26,1,Day,78,3:39,14.5,9,Away,Barnes,BOS,3,37-41,Win,7,8,,+,Colome,CHW
28218,CHA/CHA201906280,"Friday, Jun 28",2019-06-28,1,Night,79,2:56,13.0,9,Home,Berrios,MIN,3,38-41,Win,4,6,Colome,++,Detwiler,CHW
27908,CHA/CHA201906290,"Saturday, Jun 29",2019-06-29,1,Day,80,3:14,14.0,9,Home,Nova,MIN,3,38-42,Loss,10,3,,-,Pineda,CHW
27244,CHA/CHA201906300,"Sunday, Jun 30",2019-06-30,1,Day,81,2:47,13.0,9,Home,Thorpe,MIN,3,39-42,Win,3,4,Colome,+,Giolito,CHW
26023,CHA/CHA201907031,"Wednesday, Jul 3 (1)",2019-07-03,1,Day,82,3:05,12.0,9,Home,Norris,DET,3,40-42,Win,5,7,Colome,++,Cease,CHW
23161,CHA/CHA201907032,"Wednesday, Jul 3 (2)",2019-07-03,2,Night,83,3:48,12.0,12,Home,Ramirez,DET,3,41-42,Loss,6,9,,+++,Ruiz,CHW
25617,CHA/CHA201907040,"Thursday, Jul 4",2019-07-04,1,Day,84,3:27,12.0,9,Home,Lopez,DET,3,41-43,Loss,11,5,,-,Boyd,CHW
38634,CHA/CHA201907060,"Saturday, Jul 6",2019-07-06,1,Night,85,3:26,13.5,9,Home,Giolito,CHC,3,41-44,Loss,6,3,Kimbrel,--,Lester,CHW
38554,CHA/CHA201907070,"Sunday, Jul 7",2019-07-07,1,Day,86,2:54,12.5,9,Home,Hendricks,CHC,3,42-44,Win,1,3,Colome,+,Nova,CHW
18504,OAK/OAK201907120,"Friday, Jul 12",2019-07-12,1,Night,87,3:10,13.5,9,Away,Nova,OAK,3,42-45,Loss,5,1,Hendriks,-,Fiers,CHW
22222,OAK/OAK201907130,"Saturday, Jul 13",2019-07-13,1,Day,88,3:25,14.5,9,Away,Covey,OAK,3,42-46,Loss,13,2,,--,Bassitt,CHW
20350,OAK/OAK201907140,"Sunday, Jul 14",2019-07-14,1,Day,89,2:47,14.5,9,Away,Fry,OAK,3,42-47,Loss,3,2,,---,Hendriks,CHW
16006,KCA/KCA201907150,"Monday, Jul 15",2019-07-15,1,Night,90,3:04,15.0,9,Away,Giolito,KCR,3,42-48,Loss,5,2,Kennedy,----,Junis,CHW
16557,KCA/KCA201907160,"Tuesday, Jul 16",2019-07-16,1,Night,91,2:44,15.0,9,Away,Cease,KCR,3,42-49,Loss,11,0,,-----,Sparkman,CHW
14340,KCA/KCA201907170,"Wednesday, Jul 17",2019-07-17,1,Night,92,3:11,15.0,9,Away,Nova,KCR,3,42-50,Loss,7,5,Kennedy,------,Duffy,CHW
13157,KCA/KCA201907180,"Thursday, Jul 18",2019-07-18,1,Day,93,3:03,16.0,9,Away,Detwiler,KCR,3,42-51,Loss,6,5,Kennedy,-------,Keller,CHW
16971,TBA/TBA201907190,"Friday, Jul 19",2019-07-19,1,Night,94,3:20,15.0,9,Away,McKay,TBR,3,43-51,Win,2,9,,+,Lopez,CHW
16338,TBA/TBA201907200,"Saturday, Jul 20",2019-07-20,1,Night,95,3:38,14.0,11,Away,Kolarek,TBR,3,44-51,Win,1,2,Colome,++,Fry,CHW
14987,TBA/TBA201907210,"Sunday, Jul 21",2019-07-21,1,Day,96,3:07,15.0,9,Away,Cease,TBR,3,44-52,Loss,4,2,Kolarek,-,Snell,CHW
14741,CHA/CHA201907220,"Monday, Jul 22",2019-07-22,1,Night,97,2:29,15.0,9,Home,Richards,MIA,3,45-52,Win,1,9,,+,Nova,CHW
14043,CHA/CHA201907230,"Tuesday, Jul 23",2019-07-23,1,Night,98,2:27,15.0,9,Home,Covey,MIA,3,45-53,Loss,5,1,,-,Smith,CHW
19098,CHA/CHA201907240,"Wednesday, Jul 24",2019-07-24,1,Night,99,2:38,15.0,9,Home,Lopez,MIA,3,45-54,Loss,2,0,Romo,--,Gallen,CHW
22087,CHA/CHA201907250,"Thursday, Jul 25",2019-07-25,1,Night,100,3:01,16.0,9,Home,Giolito,MIN,3,45-55,Loss,10,3,,---,Berrios,CHW
22602,CHA/CHA201907260,"Friday, Jul 26",2019-07-26,1,Night,101,2:50,17.0,9,Home,Cease,MIN,3,45-56,Loss,6,2,,----,Pineda,CHW
34085,CHA/CHA201907270,"Saturday, Jul 27",2019-07-27,1,Night,102,3:04,16.0,9,Home,Perez,MIN,3,46-56,Win,1,5,,+,Nova,CHW
27595,CHA/CHA201907280,"Sunday, Jul 28",2019-07-28,1,Day,103,3:14,17.0,9,Home,Covey,MIN,3,46-57,Loss,11,1,,-,Gibson,CHW
15947,CHA/CHA201907300,"Tuesday, Jul 30",2019-07-30,1,Night,104,3:51,18.0,11,Home,Ruiz,NYM,3,46-58,Loss,5,2,,--,Gsellman,CHW
25812,CHA/CHA201907310,"Wednesday, Jul 31",2019-07-31,1,Night,105,3:27,19.0,9,Home,Colome,NYM,3,46-59,Loss,4,2,Diaz,---,Wilson,CHW
23477,CHA/CHA201908010,"Thursday, Aug 1",2019-08-01,1,Day,106,2:32,19.0,9,Home,Cease,NYM,3,46-60,Loss,4,0,,----,Wheeler,CHW
26635,PHI/PHI201908020,"Friday, Aug 2",2019-08-02,1,Night,107,5:28,19.0,15,Away,Quinn,PHI,3,47-60,Win,3,4,,+,Osich,CHW
32647,PHI/PHI201908030,"Saturday, Aug 3",2019-08-03,1,Night,108,3:05,20.0,9,Away,Detwiler,PHI,3,47-61,Loss,3,2,Pivetta,-,Nola,CHW
31562,PHI/PHI201908040,"Sunday, Aug 4",2019-08-04,1,Day,109,3:08,20.0,9,Away,Smyly,PHI,3,48-61,Win,5,10,,+,Lopez,CHW
16942,DET/DET201908050,"Monday, Aug 5",2019-08-05,1,Night,110,3:41,20.0,9,Away,Soto,DET,3,49-61,Win,4,7,,++,Giolito,CHW
18455,DET/DET201908061,"Tuesday, Aug 6 (1)",2019-08-06,1,Day,111,3:19,19.5,9,Away,Norris,DET,3,50-61,Win,3,5,Colome,+++,Cease,CHW
16367,DET/DET201908062,"Tuesday, Aug 6 (2)",2019-08-06,2,Night,112,3:23,19.5,9,Away,Santiago,DET,3,50-62,Loss,10,6,,-,VerHagen,CHW
17444,DET/DET201908070,"Wednesday, Aug 7",2019-08-07,1,Day,113,3:17,18.5,9,Away,Alexander,DET,3,51-62,Win,1,8,,+,Nova,CHW
18318,CHA/CHA201908090,"Friday, Aug 9",2019-08-09,1,Day,114,2:50,18.0,9,Home,Detwiler,OAK,3,51-63,Loss,7,0,,-,Fiers,CHW
27026,CHA/CHA201908100,"Saturday, Aug 10",2019-08-10,1,Night,115,3:19,18.0,9,Home,Roark,OAK,3,52-63,Win,2,3,Colome,+,Lopez,CHW
30951,CHA/CHA201908110,"Sunday, Aug 11",2019-08-11,1,Day,116,2:52,18.0,9,Home,Giolito,OAK,3,52-64,Loss,2,0,Hendriks,-,Bassitt,CHW
,CHA/CHA201908131,"Tuesday, Aug 13 (1)",2019-08-13,1,Day,117,3:17,18.5,9,Home,Cease,HOU,3,52-65,Loss,6,2,,--,Greinke,CHW
19559,CHA/CHA201908132,"Tuesday, Aug 13 (2)",2019-08-13,2,Night,118,2:21,18.5,9,Home,Devenski,HOU,3,53-65,Win,1,4,,+,Nova,CHW
18899,CHA/CHA201908140,"Wednesday, Aug 14",2019-08-14,1,Day,119,3:30,17.5,9,Home,Pressly,HOU,3,54-65,Win,9,13,,++,Colome,CHW
33533,ANA/ANA201908150,"Thursday, Aug 15",2019-08-15,1,Night,120,2:56,18.5,9,Away,Lopez,LAA,3,54-66,Loss,8,7,Robles,-,Heaney,CHW
39206,ANA/ANA201908160,"Friday, Aug 16",2019-08-16,1,Night,121,3:11,18.5,9,Away,Sandoval,LAA,3,55-66,Win,2,7,,+,Giolito,CHW
39419,ANA/ANA201908170,"Saturday, Aug 17",2019-08-17,1,Night,122,3:37,19.5,9,Away,Marshall,LAA,3,55-67,Loss,6,5,Robles,-,Cole,CHW
35436,ANA/ANA201908180,"Sunday, Aug 18",2019-08-18,1,Day,123,2:55,20.5,9,Away,Cease,LAA,3,55-68,Loss,9,2,,--,Canning,CHW
25564,MIN/MIN201908190,"Monday, Aug 19",2019-08-19,1,Night,124,3:27,19.5,9,Away,Gibson,MIN,3,56-68,Win,4,6,Colome,+,Nova,CHW
26798,MIN/MIN201908200,"Tuesday, Aug 20",2019-08-20,1,Night,125,2:55,20.5,9,Away,Lopez,MIN,3,56-69,Loss,14,4,,-,Pineda,CHW
31389,MIN/MIN201908210,"Wednesday, Aug 21",2019-08-21,1,Day,126,3:16,19.5,9,Away,Odorizzi,MIN,3,57-69,Win,0,4,,+,Giolito,CHW
18563,CHA/CHA201908220,"Thursday, Aug 22",2019-08-22,1,Night,127,2:29,19.0,9,Home,Jurado,TEX,3,58-69,Win,1,6,,++,Detwiler,CHW
27016,CHA/CHA201908230,"Friday, Aug 23",2019-08-23,1,Night,128,2:50,18.0,9,Home,Lynn,TEX,3,59-69,Win,3,8,,+++,Cease,CHW
26454,CHA/CHA201908240,"Saturday, Aug 24",2019-08-24,1,Night,129,3:06,19.0,9,Home,Nova,TEX,3,59-70,Loss,4,0,,-,Allard,CHW
25553,CHA/CHA201908250,"Sunday, Aug 25",2019-08-25,1,Day,130,2:57,19.0,9,Home,Burke,TEX,3,60-70,Win,0,2,Colome,+,Lopez,CHW
12175,CHA/CHA201908270,"Tuesday, Aug 27",2019-08-27,1,Night,131,3:16,20.0,9,Home,Giolito,MIN,3,60-71,Loss,3,1,Rogers,-,Pineda,CHW
16802,CHA/CHA201908280,"Wednesday, Aug 28",2019-08-28,1,Night,132,3:14,21.0,9,Home,Detwiler,MIN,3,60-72,Loss,8,2,,--,Odorizzi,CHW
15886,CHA/CHA201908290,"Thursday, Aug 29",2019-08-29,1,Day,133,3:20,22.0,9,Home,Cease,MIN,3,60-73,Loss,10,5,Dobnak,---,Berrios,CHW
39097,ATL/ATL201908300,"Friday, Aug 30",2019-08-30,1,Night,134,3:28,23.0,9,Away,Nova,ATL,3,60-74,Loss,10,7,Melancon,----,Fried,CHW
36664,ATL/ATL201908310,"Saturday, Aug 31",2019-08-31,1,Night,135,3:52,23.0,9,Away,Lopez,ATL,3,60-75,Loss,11,5,,-----,Keuchel,CHW
41397,ATL/ATL201909010,"Sunday, Sep 1",2019-09-01,1,Night,136,3:08,24.0,9,Away,Giolito,ATL,3,60-76,Loss,5,3,Melancon,------,Teheran,CHW
16149,CLE/CLE201909020,"Monday, Sep 2",2019-09-02,1,Night,137,4:07,25.0,9,Away,Detwiler,CLE,3,60-77,Loss,11,3,,-------,Civale,CHW
17397,CLE/CLE201909030,"Tuesday, Sep 3",2019-09-03,1,Night,138,3:05,25.0,9,Away,Carrasco,CLE,3,61-77,Win,5,6,Colome,+,Marshall,CHW
25488,CLE/CLE201909040,"Wednesday, Sep 4",2019-09-04,1,Night,139,3:54,25.0,9,Away,Nova,CLE,3,61-78,Loss,8,6,Wittgren,-,Bieber,CHW
18913,CLE/CLE201909050,"Thursday, Sep 5",2019-09-05,1,Day,140,2:38,25.0,9,Away,Plesac,CLE,3,62-78,Win,1,7,,+,Lopez,CHW
20026,CHA/CHA201909060,"Friday, Sep 6",2019-09-06,1,Night,141,3:02,25.0,9,Home,Colome,LAA,3,62-79,Loss,5,4,,-,Robles,CHW
25230,CHA/CHA201909070,"Saturday, Sep 7",2019-09-07,1,Night,142,3:32,26.0,9,Home,Covey,LAA,3,62-80,Loss,8,7,Robles,--,Heaney,CHW
22681,CHA/CHA201909080,"Sunday, Sep 8",2019-09-08,1,Day,143,3:19,25.0,9,Home,Barria,LAA,3,63-80,Win,1,5,,+,Osich,CHW
15196,CHA/CHA201909100,"Tuesday, Sep 10",2019-09-10,1,Night,144,3:02,25.0,9,Home,Junis,KCR,3,64-80,Win,3,7,,++,Nova,CHW
14385,CHA/CHA201909110,"Wednesday, Sep 11",2019-09-11,1,Night,145,3:16,25.0,9,Home,Lopez,KCR,3,64-81,Loss,8,6,Kennedy,-,Sparkman,CHW
13838,CHA/CHA201909120,"Thursday, Sep 12",2019-09-12,1,Day,146,3:08,25.0,9,Home,Giolito,KCR,3,64-82,Loss,6,3,Kennedy,--,Lopez,CHW
17255,SEA/SEA201909130,"Friday, Sep 13",2019-09-13,1,Night,147,3:47,24.5,9,Away,Kikuchi,SEA,3,65-82,Win,7,9,Colome,+,Osich,CHW
26063,SEA/SEA201909140,"Saturday, Sep 14",2019-09-14,1,Night,148,3:28,26.0,10,Away,Colome,SEA,3,65-83,Loss,2,1,,-,Magill,CHW
17091,SEA/SEA201909150,"Sunday, Sep 15",2019-09-15,1,Day,149,3:44,26.0,9,Away,Ruiz,SEA,3,65-84,Loss,11,10,,--,Adams,CHW
21850,MIN/MIN201909160,"Monday, Sep 16",2019-09-16,1,Night,150,2:42,27.0,9,Away,Lopez,MIN,3,65-85,Loss,5,3,Rogers,---,Berrios,CHW
22518,MIN/MIN201909170,"Tuesday, Sep 17",2019-09-17,1,Night,151,4:51,28.0,12,Away,Ruiz,MIN,3,65-86,Loss,9,8,,----,Harper,CHW
23759,MIN/MIN201909180,"Wednesday, Sep 18",2019-09-18,1,Night,152,3:09,27.0,9,Away,Odorizzi,MIN,3,66-86,Win,1,3,Colome,+,Fry,CHW
15265,DET/DET201909200,"Friday, Sep 20",2019-09-20,1,Night,153,3:14,27.5,9,Away,Zimmermann,DET,3,67-86,Win,1,10,,++,Cease,CHW
16891,DET/DET201909210,"Saturday, Sep 21",2019-09-21,1,Night,154,3:25,26.5,9,Away,Alexander,DET,3,68-86,Win,3,5,Colome,+++,Nova,CHW
